category,id,topLevelSynsetId,subSynsetId
Chair,4913388a4c94547a81806e3880250dff,03001627,03001627
Chair,a3ba5f8fdc8f17ee95bea7c29e873d16,03001627,03001627
Chair,402e47d9e3f825dcb9d7c2fc41e80228,03001627,20000027
Chair,7e81b5f79e6899cea570c6c691c987a8,03001627,20000020
Chair,7fe08cd7a9b76c1dcbde89e0c48a01bf,03001627,02738535
Chair,f10263256eeb840b732c9e6120e90cf8,03001627,03376595
Chair,5f7152813631754bba07a29886846807,03001627,03001627
Chair,e76b4872f067395988dc0b76b0c63f53,03001627,20000021
Chair,3d629d27b74fad91dbbc9440457e303e,03001627,04331277
Chair,751342c7107c86f0fa9e9ca2723d9727,03001627,20000026
Chair,676287fd6b02428f2fe023c7dc3e5231,03001627,20000020
Chair,ba9b35c49d861f7f4e994a4c55e56a4f,03001627,04373704
Chair,cacaca67988f6686f91663a74ccd2338,03001627,04373704
Chair,e14803278dcc08c4af7c7ad2549a1b15,03001627,03001627
Chair,3269630cf8dd9e87bfd5f349b1ab226,03001627,04331277
Chair,fc557cf617e03564da733bb42d274ff9,03001627,03001627
Chair,3e973b624578fc89b76e29c9c43bc7aa,03001627,04331277
Chair,7f1164e82e3a975fcc1908493f380315,03001627,02738535
Chair,866e1be9f53830ed7a6617a3ecd0b52e,03001627,03001627
Chair,55d147c5125f5043e1ddfae8bbce5fe6,03001627,04331277
Chair,2ed17abd0ff67d4f71a782a4379556c7,03001627,02738535
Chair,ca05bd1afb0ffeaf6b9a484dedfb7d25,03001627,04331277
Chair,f51ab8433184dfd2c8687ff9b0b4e4ac,03001627,03001627
Chair,29b3a8cb9595cbe63b7fe46c7c128390,03001627,03001627
Chair,bafa7e4e50e0b2bec8687ff9b0b4e4ac,03001627,04331277
Chair,58479a7b7c157865e68f66efebc71317,03001627,03001627
Chair,28445d445cb8b3aa5de04aad18bd94c3,03001627,02738535
Chair,36447db5cf7b5a27ab5c60fa85a57ffd,03001627,02738535
Chair,99a9e829fd4bece8f5f520af1365ee71,03001627,04331277
Chair,b631b78c2dcc748cba5342d638d0c267,03001627,03001627
Chair,374e76e8b8357e5f796d422781cbc933,03001627,20000027
Chair,577d1c446658fdc7ebc935c637c3e3a0,03001627,03001627
Chair,b89952c6f2dbc1aea50b88953d263a42,03001627,04373704
Chair,971539fb57b476d5c40593250b73d0c7,03001627,03001627
Chair,bbf89164385610221587835cde687661,03001627,20000027
Chair,caa330f85a6d6db7a17ae19fa77775ff,03001627,02738535
Chair,c5afaadb73323de9645a86b04c64b372,03001627,20000020
Chair,c1e03281b9f179c7620365f6656fe3,03001627,20000027
Chair,24445a532ce3e18f7b5f4d129cc2873d,03001627,03001627
Chair,bb7755090f984ba85dd1bba5b1310523,03001627,03001627
Chair,7aaf5573892cfe086e6e0f71258e961c,03001627,04331277
Chair,6cb3d99b20e7fbb5b04cb542e2c50eb4,03001627,04331277
Chair,77e703a4baba613937f1b3cce66816ca,03001627,04331277
Chair,9841030f427150567dbe6b236c44c533,03001627,03001627
Chair,5b27b7cc16d2b25231f8120b4da8e523,03001627,03002711
Chair,2137a8fcee12e72d19fb4103277a6b93,03001627,20000027
Chair,b13a4df698183bf9afb6676a5cd782b6,03001627,03001627
Chair,7729d76b67931981f9111ef49c078dbe,03001627,20000020
Chair,faca91ff3f9e2b93a87dbaf229daf408,03001627,20000022
Chair,2bf1fdef16967a929753496ba23f2183,03001627,02738535
Chair,7740fa5979753c734209d14d674fb332,03001627,04331277
Chair,2dca240a3726c004a83826e22c7812a6,03001627,20000016
Chair,910bbf8701a4846c2993aa294808121b,03001627,03001627
Chair,a6a7b00de9ccce0816a5604496f9ff11,03001627,20000027
Chair,287bce5664e168fd744dcb8aae5f2395,03001627,03376595
Chair,562e6354049ecbc19f8f9f2bcc40c84c,03001627,04099969
Chair,fde8c87a485a33b78fa2f6eb9fb1de7c,03001627,03001627
Chair,866d6243ed67de2ee0a87b67b4933300,03001627,02738535
Chair,c447f8e63d691e6f44d8225a445f54eb,03001627,04373704
Chair,2842701d388dcd3d534fa06200d07790,03001627,04331277
Chair,197ae965385b8187ae663e348bd216d3,03001627,03001627
Chair,4a1510e398260ba36b31862e09495f2,03001627,02738535
Chair,bfa435c63b1e96d3492d9da2668ec34c,03001627,03001627
Chair,1006be65e7bc937e9141f9b58470d646,03001627,03001627
Chair,5d92fd12417a9405cf004563556ddb36,03001627,02738535
Chair,f1188bef2980d2c985b479b317175b55,03001627,20000027
Chair,21bfb150cfc23accb01c58badc8bbc39,03001627,03001627
Chair,4b904e1d68d09dd3e15e36ac023c5182,03001627,20000027
Chair,90dddd5e4aa586bf14513156cf2b8d0d,03001627,03001627
Chair,c18cbe2537859ab6877a4d9f8fd3e241,03001627,04331277
Chair,eb04d1bffae6038c4c7384dbb75cab0d,03001627,02738535
Chair,610b1621d1997ee1daf3c002be658861,03001627,03001627
Chair,37e3b1b00196001160902b587804b688,03001627,04373704
Chair,4566839a362c5c223ec13b32c4d64f06,03001627,04331277
Chair,30afd2ef2ed30238aa3d0a2f00b54836,03001627,04331277
Chair,7905bbf9abc0c264f3443b22038d340,03001627,04331277
Chair,1959a7d986720364c8687ff9b0b4e4ac,03001627,03001627
Chair,2b7335c083d04862ca9c7c1ff5a28926,03001627,03002711
Chair,b8666dca76b418e04c9bf8fa5a14f3be,03001627,04373704
Chair,8af939d95f201d17283b00891f680579,03001627,20000027
Chair,108238b535eb293cd79b19c7c4f0e293,03001627,20000027
Chair,914c92a6b9d8e7956160139444912022,03001627,03001627
Chair,20964e03ef001d8910684e111251a45,03001627,20000020
Chair,3aa41731c9bde97796d5112fb101f3ce,03001627,20000020
Chair,3dc252fd90d82b18c9be65dfbd21428b,03001627,03001627
Chair,681f4302a8bd9698f4b6538438a0b930,03001627,20000027
Chair,ed97d1c954fca49851ceffe90913a32,03001627,03001627
Chair,6f764c190cdf1629307776da88d1350f,03001627,03376595
Chair,1b8c83552010440d490ad276cd2af3a4,03001627,02738535
Chair,18052e6175456b9e7984fb9ec7e40829,03001627,03001627
Chair,547ad86927566ed0f9111ef49c078dbe,03001627,20000027
Chair,8a53c692453e7565c1fa182c22e95706,03001627,03001627
Chair,bd98d493766949a8c05575120a46cd3b,03001627,03001627
Chair,c30813d1130b492e81b31fbac7146568,03001627,03001627
Chair,53eaa7cca72c84f6cacd67ce2c72c02e,03001627,03001627
Chair,91b738d40201bf18a413908c0e169330,03001627,04373704
Chair,57b043906feef78fbeae145d587f201e,03001627,03001627
Chair,d3f393615178dd1fa770dbd79b470bea,03001627,04331277
Chair,8b2949a4ab8f5a7d84c7dc40ac6d743,03001627,20000020
Chair,c5e3f6da9e818851618dd45f797b66b4,03001627,04331277
Chair,4efc68a96296be2ac785f06f424b9d06,03001627,04099969
Chair,9ecd81b505ac3a175634c21965ee6bab,03001627,04373704
Chair,83839b89dd91996c7d910d51d878f708,03001627,04331277
Chair,d1bef1cf465da3acdca30639ad4a20ca,03001627,03001627
Chair,86fda548f0fde39328f80188b7c24dcb,03001627,20000027
Chair,e7ae6edc3fc6c92ac423490470c47d79,03001627,20000027
Chair,f5ef49d354efe6741cda53280488fc3f,03001627,04331277
Chair,cbbbb3aebaf2e112ca07b3f65fc99919,03001627,04373704
Chair,d0215a0b82661b82496d6322c763591,03001627,03001627
Chair,9da67fff6ae787b2eb0f0bdaf192ff28,03001627,04331277
Chair,2ac24756c1adbd62c1a25f36f85c3fd6,03001627,02738535
Chair,2742c0a5e984d92fa0dcc52ca811e565,03001627,03001627
Chair,48b257f80c7434cb56f6fc4b4ce1db04,03001627,03001627
Chair,31d48d6b3951ea8e1191025061735ea3,03001627,02738535
Chair,13c18609602e4ced37b2bb75885cfc44,03001627,03001627
Chair,4719c75b8ce30de84b3c42e318f3affc,03001627,02738535
Chair,e1ca70ecc629eb46ca17c984d94453b4,03001627,03001627
Chair,33cd8045bfb42e53dca072a2e97c1839,03001627,04331277
Chair,583deb9e5cf939a9daeb838d0771f3b5,03001627,20000027
Chair,ea77c800bba6566aaf7c7ad2549a1b15,03001627,20000027
Chair,82ac145a471e406f35836c728d324152,03001627,02738535
Chair,b1d4d7c5aa13b0642a3f8f484e6c5c4f,03001627,20000027
Chair,d5b909ad5d7c793aa16baf954c1d99bc,03001627,04331277
Chair,78e1977bc5f0f4041552c6ecbda964b,03001627,03001627
Chair,efe76021aa616a41f51fa0238791f5dc,03001627,04331277
Chair,4ce5a0d60fc942f2e595afbdc333be49,03001627,04099969
Chair,e4602d2f261da4a314b029b11f36ab2d,03001627,03376595
Chair,c80c0b8107583898c1956375af82917f,03001627,03001627
Chair,2f20894566c681e5922309b37ed10e7a,03001627,04331277
Chair,a273d2fa5244c74f654ea6737b0d3597,03001627,03001627
Chair,beae73bea87f36a8f797b840852566c8,03001627,03001627
Chair,3ac2da28e9a2f547ce4f274577283b16,03001627,04331277
Chair,663b17baebd39695398b2b77aa0c22b,03001627,02738535
Chair,e89689500a1e3b95fa935eb36a2e89fe,03001627,03001627
Chair,198bd40d94930950df6cfab91d65bb91,03001627,02738535
Chair,a38cfc9d2003117e19fb4103277a6b93,03001627,02738535
Chair,41e5e9ecb83b9a45504d5af97121b5f,03001627,02738535
Chair,34d3960d35d8d5219b9f2eb77f5e247e,03001627,03001627
Chair,b44d32061d313fc1b7a3c315f744bdd8,03001627,03001627
Chair,2ed972dad69431ab89f8949830ad07fd,03001627,04331277
Chair,96a03b164315d2b65dc3653f8341633a,03001627,02738535
Chair,4afe3d1ef68515bdd6a6b5838ef6b356,03001627,20000022
Chair,36ee2823173fecc8d22730b0728b2fc9,03001627,04373704
Chair,9012e4fff3cb71b57773c2e28f019f8a,03001627,04331277
Chair,695a02a5620aae6e78eec18a8a3356a2,03001627,02738535
Chair,536dcddf1ca6cd76d7f81f50826c13f0,03001627,02738535
Chair,9e14d77634cf619f174b6156db666192,03001627,02738535
Chair,bdaaebf065b112da492d9da2668ec34c,03001627,03001627
Chair,a00f4f424b6b4c4c19fb4103277a6b93,03001627,20000027
Chair,7e433512ef8beb51b17743c18fb63dc,03001627,20000027
Chair,83d3b40a6ff6a04af4b6538438a0b930,03001627,04331277
Chair,9231ef07326eae09b04cb542e2c50eb4,03001627,02738535
Chair,34bda4dba48231b97a90098a7525b367,03001627,03001627
Chair,452115e132539be4daaaeef365d8f6e5,03001627,03001627
Chair,4dcf1f64f70f22d7b4569422e5e8ba0,03001627,02738535
Chair,8748c7f2041761401fc5750ce9890422,03001627,03001627
Chair,2016d09b261b09f05413c1f22a911d58,03001627,03001627
Chair,3a4843e09b8dcafae6c5cd45aa112726,03001627,04331277
Chair,cd989e48c5348bb530e06a011e63236a,03001627,20000020
Chair,38c67c695eb4cd819e179bac86183112,03001627,04331277
Chair,895099e136437cb799860e9353bb52a1,03001627,04331277
Chair,226f096dbce49857bdfa5e0753fa3240,03001627,02738535
Chair,ca4900c42b8016ef8397cd720acaa508,03001627,03001627
Chair,a2fdf98f85cec8696ca407465d3c74d7,03001627,03376595
Chair,cbf18927a23084bd4a62dd9e5e4067d1,03001627,03001627
Chair,3116d8714420cef4ba33c5b911977a18,03001627,20000027
Chair,2195099b0295f692afca3357bb07ab96,03001627,04331277
Chair,efc684ff4dc6ff49ccd42a2d6eea63ed,03001627,03001627
Chair,30f4c4d94f4fcffaf51f77a6d7299806,03001627,04331277
Chair,3919e93cc1f3bf5bd7f7a4c4609b0913,03001627,04373704
Chair,d28423569bfd84708336a02debb9923b,03001627,03001627
Chair,f6f3c3f97b615a19fff16555386d173d,03001627,20000027
Chair,be67f51c3df7dd165b9ac5a4b39649c,03001627,20000027
Chair,fa172f7f09f785bb492d9da2668ec34c,03001627,02738535
