category,id,topLevelSynsetId,subSynsetId
Airplane,dfdcc024d1043c73d5dc0e7cb9b4e7b6,02691156,04012084
Airplane,9bd8d0fa75bc21c5e3375a6b96a1d765,02691156,02867715
Airplane,a9668a32a91787a6be5437d0813f18f0,02691156,02690373
Airplane,42d9f626ba4bc61516c4bdb2c8eca27b,02691156,02691156
Airplane,949acc63ad8f8816e816c75152573ee0,02691156,02691156
Airplane,d844094b073a0452b04b2d1c5ce9783b,02691156,02867715
Airplane,c1e6d2235406d250e9ca68dea406967d,02691156,02690373
Airplane,f390b1b28b6dda03dc57b3e43c28d486,02691156,03335030
Airplane,e3f562bd552fbb14496e2f80fb255499,02691156,02691156
Airplane,b19927db257219bb26360e1e29a956c7,02691156,02690373
Bench,7f1f873921ae0c63f155d75bbf62b80,02828884,03891251
Bench,4f9e40b167665d793a0ed7b4771fe31,02828884,03891251
Bench,3f49fe14826172dff155d75bbf62b80,02828884,03891251
Bench,f0b85200702e4739391e4d6c585a697a,02828884,02828884
Bench,57afec727772346f30bbd4cddd04c77b,02828884,02828884
Bench,1a55e418c61e9dab6f4a86fe50d4c8f0,02828884,02828884
Bench,6ccec23049ae42ce2056b4bd5d870b47,02828884,03891251
Bench,fd2394a5f4d05d4c331bc7630c8705e8,02828884,03891251
Bench,ddb2c6abe41b2063ad5067eac75a07f7,02828884,03891251
Bench,3ecf8f8f3b24350bbd17a7d75b77705d,02828884,02828884
Bowl,d162f269bc5fb7da85df81f999944b5d,02880940,02880940
Bowl,9a52843cc89cd208362be90aaa182ec6,02880940,02880940
Bowl,5e2c558555092b706e30831c34845769,02880940,02880940
Bowl,b941ca9770b59c3918a27ff49f2f297f,02880940,02880940
Bowl,3f6a6718d729b77bed2eab6efdeec5f8,02880940,02880940
Bowl,a0ac0c76dbb4b7685430c0f7a585e679,02880940,02880940
Bowl,a08af31cb43f1f662d88c45db31bc366,02880940,02880940
Bowl,ae5c7d8a453d3ef736b0f2a1430e993a,02880940,02880940
Bowl,2cfecc8ce6c7cd1f3497637ec59e0374,02880940,02880940
Bowl,bbf4b10b538c7d03bcbbc78f3e874841,02880940,02880940
Bus,845599a0f9d7951acbdda2562495e10b,02924116,02924116
Bus,74ec0dd3a200686f58c7dd2ef106ede3,02924116,02924116
Bus,d40461c73eef2a7ccbdda2562495e10b,02924116,02924116
Bus,1c6d79edc1ce02b8ea89a7009dca2424,02924116,02924116
Bus,afdbf161d2482dffc39bbd7cd12a26e9,02924116,02924116
Bus,ed4554f4c9ad4f1a3bd565c86a477bf0,02924116,02924116
Bus,88520c248bb0d53841cefd10ce5d6cc0,02924116,02924116
Bus,cb3bb1c939c73f5752470de2774d6099,02924116,02924116
Bus,a907154f61d0bbff6b418c7d9fedcaa9,02924116,04146614
Bus,b94d71a0d28f79de613cc927c5b662d,02924116,02924116
Car,bb3c68db5dc0052e98b54df7430097ce,02958343,02958343
Car,76db1c2c53d7d17055935957cd38dfda,02958343,02958343
Car,fdb16a8648016157994a3466f8481f8a,02958343,03119396
Car,8b049c92888475f67c3c6f82a395b347,02958343,04285965
Car,6994dc061e5c3421f78a1a0fc1c3959c,02958343,02958343
Car,96bf8cb730f728414a383db4764d5432,02958343,03100240
Car,db1e6a78a84615b83c9d2d3d4dc0edb0,02958343,02958343
Car,5a841a8269d3560d756e18912340de0e,02958343,04037443
Car,baef87486e701abcf906fa690a8db555,02958343,02958343
Car,5385800c2b66b61692d8fd8a12a6f34c,02958343,02958343
Chair,62c3b6eea96337609ae676623bdd3284,03001627,04331277
Chair,ea77c800bba6566aaf7c7ad2549a1b15,03001627,20000027
Chair,bae518da1e709e83596f70d1d7edd4bc,03001627,04373704
Chair,f1787517791764e74b3c42e318f3affc,03001627,03001627
Chair,c04660caf4670baed40fb6f8053555de,03001627,03001627
Chair,728fb292d234b43d49a71f577ceadcf5,03001627,03001627
Chair,e5ea39e2b4c28ea2a8df8437731d97b4,03001627,03001627
Chair,7a7b08cf81cf358a8616812464c86290,03001627,04331277
Chair,da292ce4ccdcfb2c842c47c8032438a1,03001627,20000027
Chair,672a6459e7606b23532a8e162f399205,03001627,03001627
Guitar,4e982d5baec36536c86b22832615248,03467517,03467517
Guitar,e54a1fb20957d39dae8a6b22091f0f0a,03467517,03467517
Guitar,f7f1f2430ff969e9eb2f514f87188941,03467517,03467517
Guitar,8402cf0cbb6dfc92b5b477b4ad381f9,03467517,03467517
Guitar,65c02d42310072893ad5c8c907218ae5,03467517,03467517
Guitar,c3c9bc3aae8231ba93f0194265a9746c,03467517,03467517
Guitar,df959f68bb22e402a24eeca91f583600,03467517,03467517
